88540,101622,4861
88706,102051,4998
88862,102421,5070
88477,101390,4716
88496,101575,4791
88574,101781,4826
88750,102275,4900
88891,102426,5007
88898,102510,4873
88441,101536,4800
88678,102052,4859
88640,101830,4881
88796,102205,5009
88918,102478,4989
88518,101197,4778
88667,101834,4956
88619,101712,4951
88776,102066,4953
88873,102387,5030
88600,101285,4732
88446,101304,4782
88610,101537,4914
88620,101797,4935
88810,102150,5057
88907,102337,5003
88283,100858,4821
88478,101581,4892
88501,101493,4926
88644,101952,5044
88808,102703,5077
88743,102022,5027
88288,101197,4863
88524,101595,4920
88497,101886,5014
88670,102277,5050
88818,102445,5136
88198,101128,4878
88458,101627,4944
88441,101549,4960
88593,101996,5123
88836,102448,5125
88192,100755,4792
88308,101217,4940
88340,101363,4922
88489,101689,5086
88637,102039,5065
88169,100593,4769
88110,100775,4902
88245,101015,4865
88334,101279,4963
88517,101704,5068
88461,101319,4850
88086,100872,4808
88288,101411,4888
88315,101427,4905
88489,101863,5024
88618,102209,4990
88155,101231,4789
88350,101752,4932
88365,101856,4893
88481,102074,4994
88621,102336,5046
88445,101663,4850
88304,101636,4870
88438,101905,4882
88521,102208,4930
88692,102663,5059
88790,102800,5134
88429,101868,4854
88539,102279,4995
88542,102374,5023
88625,102506,5035
88737,102686,5099
88854,103051,5224
88443,102114,4998
88613,102531,5011
88558,102441,4989
88661,102792,5134
88805,103157,5207
88871,103074,5171
88436,102206,4919
88588,102636,5056
88610,102720,5109
88743,102870,5154
88910,103293,5245
88656,102464,5016
88446,102279,5020
88577,102538,5103
88679,102609,5065
88826,103067,5097
88882,103245,5272
88454,102098,4988
88535,102326,4982
88618,102532,5058
88729,102792,5039
88855,103074,5193
88886,103162,5222
88448,102174,5025
88673,102767,5068
88688,102825,5010
88758,103061,5114
88864,103278,5228
88475,102170,4876
88594,102515,5015
88659,102611,4952
88712,102734,5040
88804,102893,5104
88596,102042,4792
88495,102172,4873
88642,102414,4963
88697,102543,5001
88865,102994,5048
88777,102353,4969
88498,102206,4887
88681,102611,5022
88686,102526,5056
88848,102902,5109
88929,103081,5113
88454,102106,4964
88726,102579,5000
88650,102553,4947
88790,102982,5075
88921,103240,5158
88482,102019,4896
88682,102600,5051
88678,102496,4968
88800,102729,5064
88945,103107,5198
88581,102129,4944
88606,102325,4957
88670,102346,4966
88730,102565,5017
88903,102872,5124
88683,101999,4929
88449,101808,4967
88608,102127,4987
88625,102249,5041
88798,102699,5151
88888,103059,5064
88352,101600,4888
88596,102264,5028
88587,102079,5026
88781,102520,5121
88930,102890,5128
88566,101785,4860
88580,102041,4935
88696,102355,4982
88787,102573,5116
88922,103030,5158
89028,103181,5192
88592,102046,4915
88785,102699,5038
88738,102648,5048
88879,102942,5127
88997,103393,5211
88658,102214,4948
88707,102523,5008
88781,102786,5112
88843,103259,5171
89011,103569,5272
88848,102583,5080
88603,102089,4989
88736,102484,5069
88775,102623,5096
88897,102925,5222
89002,102991,5174
88457,101799,4902
88668,102292,4995
88642,102180,4993
88770,102541,5047
88911,102877,5193
88453,101777,4913
88554,102117,5017
88569,102077,5018
88682,102457,5074
88810,102947,5130
88612,102057,4909
88425,101945,4893
88579,102188,4954
88631,102462,4985
88781,102714,5074
88865,102638,5035
88411,101728,4832
88626,102140,4934
88619,102167,4977
88794,102626,5051
88903,102869,5195
88575,101816,4869
88529,101979,4898
88613,102069,4941
88682,102258,4993
88837,102755,5076
88926,103136,5126
88454,101870,4830
88638,102274,4929
88590,102227,4933
88708,102496,5029
88832,102802,5113
88790,102392,4994
88486,101954,4883
88639,102349,5005
